Title,Description,Img_Link
Archer,"Sterling Archer is the world's most daunting spy. He works for ISIS, a spy agency run by his mother. In between dealing with his boss and his co-workers - one of whom is his ex-girlfriend - Archer manages to annoy or seduce everyone that crosses his path. His antics are only excusable because at the end of the day, he still somehow always manages to thwart whatever crises was threatening mankind.",https://www.themoviedb.org/t/p/w220_and_h330_face/vhnrkTGYPqcB63ALcSJm0WoaKHT.jpg
Baywatch,Join the Baywatch lifeguards on their thrilling adventures filled with beautiful beaches and those iconic red swimsuits.,https://www.themoviedb.org/t/p/w220_and_h330_face/34t8WxHn1OcIVpcTxmjYmjX9tE4.jpg
Only Murders in the Building,Three strangers who share an obsession with true crime suddenly find themselves wrapped up in one.,https://www.themoviedb.org/t/p/w220_and_h330_face/ArsVbYhS6DiFJtRAlV8ytAauNlp.jpg
Love Bill,A romance that arises after a collection of a financial debt.,https://www.themoviedb.org/t/p/w220_and_h330_face/gj97BPyAxdxuEU1dx91XLeAWZVB.jpg
MacGyver,"He's everyone's favorite action hero... but he's a hero with a difference. Angus MacGyver is a secret agent whose wits are his deadliest weapon. Armed with only a knapsack filled with everyday items he picks up along the way, he improvises his way out of every peril the bad guys throw at him.",https://www.themoviedb.org/t/p/w220_and_h330_face/eBjfTwTsnIXBNYT867KsIssiM98.jpg
Steven Universe,"A young boy takes his mother's place in a group of gemstone-based beings, and must learn to control his powers.",https://www.themoviedb.org/t/p/w220_and_h330_face/g31ZPZSjv8ySPbclyYZZU50XhZy.jpg
13 Reasons Why,"After a teenage girl's perplexing suicide, a classmate receives a series of tapes that unravel the mystery of her tragic choice.",https://www.themoviedb.org/t/p/w220_and_h330_face/nel144y4dIOdFFid6twN5mAX9Yd.jpg
La rosa de Guadalupe,Stories about people who get into problems who use the help of Virgin Mary and where a rose appears and their problems are solved.,https://www.themoviedb.org/t/p/w220_and_h330_face/9RaNva340arNWeZn2uKpKePkg91.jpg
Ray Donovan,"Set in the sprawling mecca of the rich and famous, Ray Donovan does the dirty work for LA's top power players, and makes their problems disappear. His father's unexpected release from prison sets off a chain of events that shakes the Donovan family to its core.",https://www.themoviedb.org/t/p/w220_and_h330_face/zxftW7ZGVrOCqH2ifuruieCTb5X.jpg
My Little Pony: Make Your Mark,"Welcome back to Equestria, where pony magic is everywhere. With friends Zipp, Sunny, Izzy, Pipp and Hitch leading the way, adventure is sure to follow!",https://www.themoviedb.org/t/p/w220_and_h330_face/jfmQPOHnuARC7YxGYC1vMMph3vp.jpg
Charmed,"Set in the fictional college town of Hilltowne, Charmed follows the lives of three sisters, Macy, Mel and Maggie Vera who, after the tragic death of their mother, discover they are three of the most powerful witches of all time.",https://www.themoviedb.org/t/p/w220_and_h330_face/doXHjfOtEmX8kEq1tsMnNqq9YLZ.jpg
Octonauts,"The Octonauts is a British children's television series, produced by Silvergate Media for the BBC channel Cbeebies. The series is animated in Ireland by Brown Bag Films but uses British voice actors. The TV series is based on American-Canadian children's books written by Vicki Wong and Michael C. Murphy of Meomi Design Inc.",https://www.themoviedb.org/t/p/w220_and_h330_face/iYUhUSKWKpSBahaWLUQIPckAy8p.jpg
Café con Aroma de Mujer,"Café con aroma de mujer is a 1994 Colombian telenovela, produced by then programming company RCN TV on state-owned Canal A. It was written and created by Fernando Gaitán. It was broadcast in several countries throughout Latin America, North America and Europe.",https://www.themoviedb.org/t/p/w220_and_h330_face/tvcpeQNt28GQLtNljhuLwgRBRv8.jpg
El último rey: El hijo del pueblo,We don't have an overview translated in English. Help us expand our database by adding one.,https://www.themoviedb.org/t/p/w220_and_h330_face/3YVQ6gsDnMYQWQCavtWE5bSfyJ2.jpg
Yu-Gi-Oh! Duel Monsters,"Bullies often target someone frail and weak—someone exactly like Yûgi Muto. He treasures his Millennium Puzzle, an ancient Egyptian artifact that was brought into his grandfather's game shop. Believing that solving the puzzle will grant him his wish, he completes the puzzle, unleashing a new personality within him, the soul of the ""King of Games."" The new personality named Yami Yûgi is the exact opposite of Yûgi. Upon any injustice toward him, Yami Yûgi takes over Yûgi's body and forces the opponent into a ""Shadow Game"".",https://www.themoviedb.org/t/p/w220_and_h330_face/eQudswX8mdPZxEoLM6ax9PsORDi.jpg
Bonanza,The High-Sierra adventures of Ben Cartwright and his sons as they run and defend their ranch while helping the surrounding community.,https://www.themoviedb.org/t/p/w220_and_h330_face/y2jYBuTrC62hneBRs92LwxavMoV.jpg
Bad Guys,"To combat rising violent crimes, the Police Chief asks Detective Oh Goo Tak to form a team consisting of criminals. He is currently suspended from the police force for using excessive force. He then gathers team members: Park Woong Chul who is a gangster, Lee Jung Moon who is the youngest serial killer with extraordinary intelligence and Jung Tae Soo who is a contract killer. Police Inspector Yoo Mi Young also joins the team and she tries to have these guys work as a team by dealing with them rationally and sometimes emotionally.",https://www.themoviedb.org/t/p/w220_and_h330_face/xaUyUOf3CPV5MxaALRxUQMxsDvE.jpg
Case Closed,"The son of a world famous mystery writer, Jimmy Kudo, has achieved his own notoriety by assisting the local police as a student detective. He has always been able to solve the most difficult of criminal cases using his wits and power of reason.",https://www.themoviedb.org/t/p/w220_and_h330_face/9ve6LW4ltMMpp9WjoR4MGViOp9V.jpg
The Smurfs,"Classic Saturday-morning cartoon series featuring magical blue elf-like creatures called Smurfs. The Smurfs, named for their personalities, inhabit a village of mushroom houses in an enchanted forest. These loveable creatures are led by Papa Smurf and live carefree... except for one major threat to their existance: Gargamel, an evil but inept wizard who lives in a stone-built house in the forest; and his feline companion, the equally nasty Azrael.",https://www.themoviedb.org/t/p/w220_and_h330_face/cezQyM5cO454vUdLiLOkv78K64D.jpg
The Twilight Zone,"A series of unrelated stories containing drama, psychological thriller, fantasy, science fiction, suspense, and/or horror, often concluding with a macabre or unexpected twist.",https://www.themoviedb.org/t/p/w220_and_h330_face/7uY4pCOxbEdv4M8jTE4uMPVoSIW.jpg
Senora Acero,"The adventures of Vicenta Acero, the feared coyote who now leads the dynasty of illicit dealings once under the control of her father.",https://www.themoviedb.org/t/p/w220_and_h330_face/vXhBxsvpW2mGuXRbIK5Yazdp8Zg.jpg
Grantchester,"In 1953 at the hamlet of Grantchester, Sidney Chambers—a charismatic, charming clergyman—turns investigative vicar when one of his parishioners dies in suspicious circumstances.",https://www.themoviedb.org/t/p/w220_and_h330_face/5Itrb1x7OiA5A0XUreRuevR1hA6.jpg
Dopesick,"The story of how one company triggered the worst drug epidemic in American history. Look into the epicenter of America's struggle with opioid addiction, from a distressed Virginia mining community, to the hallways of the DEA, and to the opulence of ""one percenter"" Big Pharma Manhattan.",https://www.themoviedb.org/t/p/w220_and_h330_face/qW8Gpddy29faTcD7VuyKjwLXbKU.jpg
Station Eleven,A post apocalyptic saga spanning multiple timelines telling the stories of survivors of a devastating flu as they attempt to rebuild and reimagine the world anew while holding on to the best of what's been lost.,https://www.themoviedb.org/t/p/w220_and_h330_face/xWlhMOzRxUpu4uzkWcDQOaESCE.jpg
Tierra Incognita,"Eric returns to Cape Qwert to solve the mystery of his parents' disappearance. Back in this town, he will meet friends and foes and will have to unveil the mysteries of the town's horror-themed amusement park.",https://www.themoviedb.org/t/p/w220_and_h330_face/l07AXl7V2GfOy4zeiFQ77CoyHJv.jpg
DAS!,We don't have an overview translated in English. Help us expand our database by adding one.,https://www.themoviedb.org/t/p/w220_and_h330_face/yMg0l6hxCnR94Fcl1F1IEkmG26V.jpg
Queen of the South,"Teresa flees Mexico after her drug-runner boyfriend is murdered. Settling in Dallas, she looks to become the country's reigning drug smuggler and to avenge her lover's murder.",https://www.themoviedb.org/t/p/w220_and_h330_face/rzdC5EHkkKJE6OPVdh6gT1pR1c9.jpg
Darkness: Those Who Kill,Investigator Jan and profiler Louise constantly move around in the thrilling periphery of a murderer's view as they link a series of killings.,https://www.themoviedb.org/t/p/w220_and_h330_face/5kjHlWl5oN1fEY26Q8WTmJPpBRb.jpg
Snowpiercer,"More than seven years after the world has become a frozen wasteland, the remnants of humanity inhabit a gigantic, perpetually-moving train that circles the globe as class warfare, social injustice and the politics of survival play out.",https://www.themoviedb.org/t/p/w220_and_h330_face/3s6ZyZKurx6wDJZMXSsbUsgjWCI.jpg
I Want You To Make a Disgusted Face and Show Me Your Underwear,A project where a number of women in different costumes show their panties while they make a disgusted face.,https://www.themoviedb.org/t/p/w220_and_h330_face/jNtnmZI61iM1IwQTdP9S9Sf8j1h.jpg
Gold Rush,"Follow the lives of ambitious miners as they head north in pursuit of gold. With new miners, new claims, new machines and new ways to pull gold out of the ground, the stakes are higher than ever. But will big risks lead to an even bigger pay out?",https://www.themoviedb.org/t/p/w220_and_h330_face/zRlu3idMmqfrtnw7h2qHaAGzxnw.jpg
"The Fruit of Evolution: Before I Knew It, My Life Had It Made","High school student Hiiragi Seiichi is bullied by his classmates for being a ""loser."" One day, his entire school is suddenly transported to a video game-like world of swords and sorcery. When he accidentally eats ""the Fruit of Evolution,"" his life as a successful ""winner"" begins.",https://www.themoviedb.org/t/p/w220_and_h330_face/jiJZan11JtZcR76bihEtwjsLOBM.jpg
Slow Horses,"This quick-witted spy drama follows a dysfunctional team of MI5 agents—and their obnoxious boss, the notorious Jackson Lamb—as they navigate the espionage world’s smoke and mirrors to defend England from sinister forces.",https://www.themoviedb.org/t/p/w220_and_h330_face/8FM8KCgZQSbLLXcZew0MSj6so1k.jpg
Berserk,"Guts, a man who calls himself ""The Black Swordsman"", looks back upon his days serving as a member of a group of mercenaries. Led by an ambitious, ruthless, and intelligent man named Griffith, together they battle their way into the royal court, and are forced into a fate that changes their lives.",https://www.themoviedb.org/t/p/w220_and_h330_face/iHTSIrdMvaXM4eOFPo6SvAoxZZh.jpg
Vinland Saga,"For a thousand years, the Vikings have made quite a name and reputation for themselves as the strongest families with a thirst for violence. Thorfinn, the son of one of the Vikings' greatest warriors, spends his boyhood in a battlefield enhancing his skills in his adventure to redeem his most-desired revenge after his father was murdered.",https://www.themoviedb.org/t/p/w220_and_h330_face/vUHlpA5c1NXkds59reY3HMb4Abs.jpg
Lost in Space,"After crash-landing on an alien planet, the Robinson family fights against all odds to survive and escape. But they're surrounded by hidden dangers.",https://www.themoviedb.org/t/p/w220_and_h330_face/y8NJnTXzb4rio9uvVYFVrXEMofU.jpg
Bob's Burgers,"Bob's Burgers follows a third-generation restaurateur, Bob, as he runs Bob's Burgers with the help of his wife and their three kids. Bob and his quirky family have big ideas about burgers, but fall short on service and sophistication. Despite the greasy counters, lousy location and a dearth of customers, Bob and his family are determined to make Bob's Burgers ""grand re-re-re-opening"" a success.",https://www.themoviedb.org/t/p/w220_and_h330_face/4Mey4NYqXH0LlDO06ebevkDleTo.jpg
The Boat,"A global cataclysm, caused by a fatal accident in Geneva (Switzerland) during the implementation of the particle accelerator will lead to the crew and students of the school-ship Polar Star to live the greatest adventure of their lives. Isolated and aware that we only have each other, the ship will become their only home.",https://www.themoviedb.org/t/p/w220_and_h330_face/kgeuFaSFOFG91wXHpWib4X1Ul90.jpg
